,location,total_sqft,bath,balcony,price,bhk
10732,Kanakpura Road,1665.0,3.0,2,7800000.0,3.0
10733,Basavangudi,1850.0,3.0,2,15000000.0,3.0
10734,Bommanahalli,1091.0,2.0,1,4000000.0,2.0
10735,Sarjapur  Road,1346.0,2.0,1,7403000.0,2.0
10736,Rajaji Nagar,1720.0,3.0,2,22400000.0,3.0
10737,Brookefield,3675.0,4.0,3,17600000.0,4.0
10738,JP Nagar,1060.0,2.0,2,3395000.0000000005,2.0
10739,Whitefield,1059.0,2.0,1,5700000.0,2.0
10740,Hebbal,1299.0,2.0,1,9700000.0,2.0
10741,Yelahanka,1491.0,3.0,2,8500000.0,3.0
10742,Basaveshwara Nagar,1200.0,2.0,2,8500000.0,2.0
10743,Yelahanka,2088.0,5.0,0,11000000.0,4.0
10744,Hulimavu,581.0,1.0,1,2900000.0,1.0
10745,Devarabeesana Halli,1296.0,2.0,2,7000000.0,2.0
10746,Doctors Layout,1125.0,2.0,1,5500000.0,2.0
10747,Electronic City,1275.0,3.0,1,7000000.0,3.0
10748,Kothanur,1095.0,2.0,2,5500000.0,2.0
10749,Sarjapur  Road,10000.0,4.0,2,97500000.0,5.0
10750,Old Madras Road,1330.0,2.0,2,7400000.0,2.0
10751,Marathahalli,1135.0,2.0,2,6000000.0,2.0
10752,Whitefield,516.0,1.0,1,3900000.0,1.0
10753,Doddanakundi Industrial Area 2,1194.0,2.0,1,5100000.0,2.0
10754,Banaswadi,2250.0,5.0,1,24000000.0,5.0
10755,Electronic City,770.0,1.0,1,3800000.0,2.0
10756,Sarjapur  Road,3930.0,5.0,2,33000000.0,4.0
10757,Chikkalasandra,1355.0,3.0,2,5420000.0,3.0
10758,Abbigere,3000.0,8.0,0,15000000.0,8.0
10759,Harlur,2569.0,4.0,1,17500000.0,4.0
10760,Hebbal,3758.0,4.0,2,45000000.0,4.0
10761,Whitefield,1116.0,2.0,3,5191000.0,2.0
10762,Bhoganhalli,1707.0,3.0,2,11500000.0,3.0
10763,AECS LAYOUT A-BLOCK Singasandra,1200.0,5.0,1,22500000.0,5.0
10764,Sultan Palaya,1070.0,2.0,2,4900000.0,2.0
10765,Whitefield,6000.0,4.0,1,41000000.0,4.0
10766,Tumkur Road,1240.0,2.0,1,8300000.0,3.0
10767,JP Nagar,1300.0,2.0,1,9165000.0,2.0
10768,Ambalipura,1700.0,2.0,2,7600000.0,2.0
10769,Yeshwanthpur,1383.0,2.0,2,7618000.000000001,3.0
10770,Banashankari Stage I,3000.0,4.0,3,17000000.0,5.0
10771,Electronic City,1200.0,2.0,1,3465000.0,2.0
10772,Hulimavu,935.0,2.0,3,4500000.0,2.0
10773,Thigalarapalya,2072.0,4.0,2,15100000.0,3.0
10774,Ramanjaneyanagar,2200.0,3.0,1,22500000.0,4.0
10775,Jalahalli,615.0,1.0,1,4600000.0,1.0
10776,KR Puram,1116.0,2.0,1,4500000.0,2.0
10777,Whitefield,1639.0,3.0,2,10700000.0,3.0
10778,Marathahalli,1839.0,3.0,2,13000000.0,3.0
10779,Byatarayanapura,1300.0,2.0,2,6300000.0,2.0
10780,Horamavu Agara,625.0,1.0,1,2700000.0,1.0
10781,Thanisandra,933.0,1.0,1,6100000.0,1.0
10782,Hosur Road,2289.0,3.0,3,18000000.0,3.0
10783,Ramamurthy Nagar,2316.0,3.0,0,12500000.0,3.0
10784,Electronic City,1005.0,2.0,1,3977000.0000000005,2.0
10785,Horamavu Agara,1080.0,2.0,1,3800000.0,2.0
10786,Munnekollal,1200.0,5.0,3,18500000.0,7.0
10787,Vishwapriya Layout,910.0,2.0,3,3600000.0,2.0
10788,Hormavu,1200.0,2.0,0,7300000.0,2.0
10789,Electronic City,1110.0,2.0,1,3990000.0,2.0
10790,Kothanur,1142.0,2.0,2,5600000.0,2.0
10791,2nd Stage Nagarbhavi,4000.0,4.0,3,24000000.0,5.0
10792,Hormavu,1800.0,3.0,1,20400000.0,3.0
10793,AECS Layout,1005.0,2.0,1,5500000.0,2.0
10794,3rd Block Banashankari,1626.6,3.0,1,13300000.0,3.0
10795,Kothanur,1074.0,2.0,2,5400000.0,2.0
10796,Basavangudi,1230.0,2.0,0,8000000.0,2.0
10797,Electronic City,660.0,1.0,1,2300000.0,2.0
10798,Coconut Grove Layout,1007.0,2.0,2,4800000.0,2.0
10799,2nd Block Hrbr Layout,1050.0,6.0,1,7400000.0,4.0
10800,Whitefield,1820.0,3.0,2,11300000.0,3.0
10801,Basapura,1100.0,2.0,1,6000000.0,2.0
10802,Anjappa Layout,1348.0,2.0,0,10000000.0,2.0
10803,Kasavanhalli,1230.0,2.0,2,6625000.0,2.0
10804,Horamavu Agara,1176.0,2.0,1,3761999.9999999995,3.0
10805,Uttarahalli,1590.0,3.0,2,5700000.0,3.0
10806,Frazer Town,1200.0,2.0,1,7800000.0,2.0
10807,"Off Sarjapur Road,",1298.0,2.0,1,6500000.0,2.0
10808,Hosa Road,1161.0,2.0,1,5515000.0,2.0
10809,Himagiri Meadows,1350.0,4.0,0,17500000.0,4.0
10810,4th Block HBR Layout,1200.0,5.0,2,13800000.0,5.0
10811,Kothanur,1285.0,2.0,1,6000000.0,2.0
10812,Electronic City,1644.0,3.0,2,9259000.0,3.0
10813,Kasavanhalli,1819.0,3.0,1,15000000.0,3.0
10814,1st Phase JP Nagar,1205.0,2.0,1,8500000.0,2.0
10815,Basavangudi,2350.0,3.0,3,30000000.0,3.0
10816,Uttarahalli,1050.0,2.0,1,4200000.0,2.0
10817,Raja Rajeshwari Nagar,1270.0,2.0,2,6200000.0,2.0
10818,9th Phase JP Nagar,1240.0,2.0,2,3989000.0,3.0
10819,Jigani,1221.0,3.0,3,7000000.0,3.0
10820,Hoysalanagar,840.0,2.0,2,3500000.0,3.0
10821,Kanakpura Road,1339.0,2.0,2,6300000.0,2.0
10822,Thigalarapalya,4303.0,5.0,1,30000000.0,4.0
10823,Haralur Road,1315.0,2.0,1,8500000.0,2.0
10824,Raja Rajeshwari Nagar,1250.0,2.0,2,6800000.0,2.0
10825,Bisuvanahalli,850.0,2.0,1,2700000.0,2.0
10826,7th Phase JP Nagar,1600.0,2.0,2,11000000.0,3.0
10827,Electronic City,1250.0,2.0,1,6200000.0,2.0
10828,Motappa Layout,1312.0,2.0,1,5650000.0,3.0
10829,Kadugodi,3000.0,4.0,0,13400000.0,4.0
10830,Electronic City Phase II,1300.0,2.0,2,2800000.0,2.0
10831,Whitefield,1990.0,3.0,3,9800000.0,3.0
10832,Medahalli,760.0,2.0,2,3850000.0,2.0
10833,Ambedkar Nagar,5000.0,4.0,2,53600000.0,4.0
10834,Kadugodi,1614.0,2.0,2,5900000.0,3.0
10835,Judicial Layout,1500.0,3.0,2,16200000.0,4.0
10836,Basava Nagar,1182.0,2.0,1,6010000.0,3.0
10837,Avalahalli,1053.0,2.0,1,4629000.0,2.0
10838,6th Phase JP Nagar,750.0,1.0,1,10500000.0,1.0
10839,Gubbalala,2000.0,3.0,3,12500000.0,3.0
10840,Electronic City Phase II,1940.0,4.0,3,11600000.0,3.0
10841,Hennur Road,1590.0,3.0,2,10500000.0,3.0
10842,Chennammana Kere,1035.0,2.0,2,5279000.0,2.0
10843,Kothanur,1075.0,2.0,2,5300000.0,2.0
10844,TC Palaya,900.0,2.0,0,5500000.0,2.0
10845,Raja Rajeshwari Nagar,1260.0,2.0,1,6200000.0,3.0
10846,Prashanth Nagar,1200.0,5.0,0,26000000.0,6.0
10847,Thanisandra,1702.0,3.0,2,10700000.0,3.0
10848,Bisuvanahalli,1080.0,2.0,2,6500000.0,3.0
10849,Kasavanhalli,1189.0,2.0,1,4500000.0,2.0
10850,Tumkur Road,1035.0,2.0,1,3900000.0,2.0
10851,Hennur Road,1200.0,2.0,1,3600000.0,2.0
10852,Mahalakshmi Layout,4482.0,6.0,2,85200000.0,8.0
10853,Michael Palaya,1200.0,3.0,0,20000000.0,3.0
10854,Kanakpura Road,1300.0,3.0,1,6900000.0,3.0
10855,Yelahanka,1330.0,2.0,1,9365000.0,2.0
10856,Kaggalipura,1210.0,2.0,1,6500000.0,3.0
10857,Chikkalasandra,1350.0,2.0,2,5420000.0,3.0
10858,Kaval Byrasandra,1900.0,2.0,2,6500000.0,3.0
10859,Ambedkar Nagar,1935.0,4.0,2,12500000.0,3.0
10860,Doddanakundi Industrial Area 2,1410.0,3.0,3,9000000.0,3.0
10861,Narayanapura,1469.0,2.0,2,9914000.0,2.0
10862,Varthur,986.0,2.0,1,3000000.0,2.0
10863,RBI Layout,1460.0,2.0,2,8700000.0,3.0
10864,Chandra Layout,1260.0,2.0,2,8505000.0,3.0
10865,Chandapura,1345.0,2.0,2,3950000.0,3.0
10866,Panathur,980.0,2.0,1,5700000.0,2.0
10867,Kudlu Gate,1164.0,2.0,2,7500000.0,2.0
10868,Subramanyapura,929.0,1.0,2,5100000.0,2.0
10869,Kundalahalli,1065.0,2.0,1,7000000.0,2.0
10870,Budigere,1150.0,2.0,0,5672500.0,2.0
10871,Lakshmiamma Garden,3000.0,3.0,1,26500000.0,3.0
10872,Electronic City,1020.0,2.0,1,3027000.0,2.0
10873,Gunjur,1362.0,3.0,1,6263000.0,3.0
10874,Yeshwanthpur,672.0,1.0,1,3685000.0,1.0
10875,Brookefield,1746.0,3.0,3,11500000.0,3.0
10876,Electronic City,1025.0,2.0,1,2960000.0,2.0
10877,Harlur,1532.0,2.0,1,6500000.0,2.0
10878,Guni Agrahara,1200.0,2.0,2,12000000.0,3.0
10879,Ganga Nagar,1250.0,2.0,2,6500000.0,2.0
10880,Thanisandra,1188.0,2.0,1,3900000.0,2.0
10881,Whitefield,3565.0,4.0,0,21800000.0,4.0
10882,Marathahalli,1170.0,2.0,2,8500000.0,2.0
10883,BEL Road,1800.0,3.0,2,15000000.0,3.0
10884,Madavara,1000.0,2.0,1,3500000.0,2.0
10885,Cooke Town,2600.0,3.0,1,37500000.0,3.0
10886,Nagarbhavi,1200.0,4.0,3,24000000.0,5.0
10887,Kasturi Nagar,2507.0,4.0,2,15500000.0,4.0
10888,Babusapalaya,1061.0,2.0,1,3400000.0,2.0
10889,KR Puram,1290.0,2.0,2,6900000.0,2.0
10890,Sarjapur,1200.0,2.0,1,4260000.0,2.0
10891,Bharathi Nagar,1120.0,2.0,2,3929000.0,2.0
10892,Electronic City,418.0,1.0,1,1200000.0,1.0
10893,Sarjapur,1333.0,3.0,1,5000000.0,3.0
10894,Sarjapur  Road,1691.0,3.0,2,11900000.0,3.0
10895,Thanisandra,684.0,1.0,0,3435499.9999999995,1.0
10896,Koramangala,1700.0,3.0,3,25000000.0,3.0
10897,Thanisandra,2030.0,4.0,1,12500000.0,3.0
10898,Balagere,1012.0,2.0,1,7000000.0,2.0
10899,Kudlu,1245.0,2.0,1,6000000.0,3.0
10900,7th Phase JP Nagar,1765.0,3.0,2,11800000.0,3.0
10901,Gottigere,1110.0,2.0,2,3625000.0,2.0
10902,Akash Nagar,967.0,2.0,1,4780000.0,2.0
10903,Sarjapur,1044.0,2.0,2,3600000.0,2.0
10904,Brookefield,1518.0,3.0,3,8000000.0,3.0
10905,KR Puram,1300.0,2.0,2,5700000.0,3.0
10906,Seetharampalya,1798.0,3.0,3,7300000.0,3.0
10907,KR Puram,866.28,2.0,0,3638000.0000000005,2.0
10908,Whitefield,3410.0,5.0,3,25300000.0,4.0
10909,Singasandra,1179.0,2.0,2,5600000.0,2.0
10910,Rajaji Nagar,3600.0,5.0,1,51000000.0,5.0
10911,Uttarahalli,1125.0,2.0,1,4800000.0,2.0
10912,Cambridge Layout,2098.0,3.0,1,21000000.0,3.0
10913,3rd Phase JP Nagar,2400.0,3.0,1,27000000.0,3.0
10914,Haralur Road,1976.0,3.0,2,9200000.0,3.0
10915,5th Phase JP Nagar,1190.0,2.0,2,6180000.0,2.0
10916,cooketown,1800.0,3.0,3,19200000.0,3.0
10917,Jakkur,1761.0,3.0,1,8452000.0,3.0
10918,Cooke Town,1700.0,3.0,3,12000000.0,3.0
10919,Ramamurthy Nagar,900.0,4.0,1,7000000.0,4.0
10920,Electronic City,1128.0,2.0,1,6480000.0,2.0
10921,5th Stage BEML Layout,2000.0,3.0,2,8500000.0,3.0
10922,Electronic City,1220.0,2.0,1,3525000.0,3.0
10923,Shauhardha Layout,509.0,1.0,1,2000000.0,1.0
10924,Ambedkar Nagar,1852.0,4.0,2,12200000.0,3.0
10925,Varthur,1045.0,2.0,1,4065000.0,2.0
10926,Kaverappa Layout,3535.0,4.0,2,21500000.0,4.0
10927,Marathahalli,1102.0,2.0,2,5367000.0,2.0
10928,Omkar Nagar,1800.0,3.0,2,8200000.0,4.0
10929,Hebbal Kempapura,1436.0,2.0,2,7500000.0,3.0
10930,Chikkadunnasandra,1397.0,2.0,1,5200000.0,3.0
10931,Kothanur,1140.0,2.0,2,5600000.0,2.0
10932,Balagere,645.0,1.0,1,5500000.0,1.0
10933,Bank Of Baroda Colony,2350.0,5.0,1,32500000.0,5.0
10934,Nagarbhavi,1200.0,3.0,2,22500000.0,3.0
10935,Bhoopsandra,2050.0,3.0,2,13500000.0,3.0
10936,Sarjapur  Road,1335.0,2.0,1,9500000.0,2.0
10937,Thirumenahalli,2100.0,1.0,1,20000000.0,2.0
10938,Hebbal,1255.0,3.0,2,7768000.000000001,3.0
10939,Thanisandra,1140.0,2.0,1,5900000.0,2.0
10940,Hosakerehalli,2376.0,3.0,1,24000000.0,3.0
10941,Thanisandra,663.0,1.0,1,4600000.0,1.0
10942,Victoria Layout,1276.0,2.0,0,14600000.0,2.0
10943,Kanakpura Road,1450.0,3.0,3,6090000.0,3.0
10944,Kodichikkanahalli,1400.0,3.0,3,6600000.0,3.0
10945,Divya Unnathi Layout,1339.0,2.0,1,5356000.0,2.0
10946,Electronic City,1220.0,2.0,1,3522999.9999999995,3.0
10947,Malleshwaram,2200.0,3.0,2,27500000.0,3.0
10948,Harohalli,1305.0,2.0,2,5200000.0,2.0
10949,Green Glen Layout,1740.0,3.0,3,8000000.0,3.0
10950,Anekal,680.0,1.0,1,2100000.0,2.0
10951,Bannerghatta Road,1154.0,2.0,2,4700000.0,2.0
10952,Munnekollal,1200.0,2.0,2,4000000.0,2.0
10953,Hennur,1155.0,2.0,2,5450000.0,2.0
10954,Sarjapur  Road,1525.0,2.0,3,6300000.0,3.0
10955,Giri Nagar,600.0,1.0,1,12500000.0,1.0
10956,Hebbal,2470.0,5.0,2,19200000.0,4.0
10957,Padmanabhanagar,1100.0,2.0,1,6000000.0,2.0
10958,Hormavu,1250.0,2.0,2,6500000.0,2.0
10959,Kothanur,1400.0,2.0,1,7000000.0,2.0
10960,Ittamadu,1600.0,3.0,2,10000000.0,3.0
10961,Electronic City,1060.0,2.0,1,5500000.0,2.0
10962,Horamavu Banaswadi,1272.0,2.0,2,5000000.0,2.0
10963,Kanakpura Road,1296.0,2.0,2,10500000.0,2.0
10964,Dollars Colony,2100.0,3.0,2,28000000.0,4.0
10965,Karuna Nagar,1945.0,3.0,3,11500000.0,3.0
10966,Chandapura,1033.0,2.0,2,3047000.0,3.0
10967,Stage-4 Bommanahalli,2300.0,2.0,1,6900000.0,3.0
10968,Gunjur Palya,1235.0,2.0,2,5276000.0,2.0
10969,3rd Block Koramangala,2100.0,3.0,1,27000000.0,3.0
10970,2nd Phase JP Nagar,850.0,2.0,1,4250000.0,2.0
10971,Subramanyapura,1880.0,3.0,2,11000000.0,3.0
10972,1st Block Jayanagar,2450.0,4.0,2,36800000.0,4.0
10973,Kenchenahalli,1060.0,2.0,2,5200000.0,2.0
10974,Hennur Road,2041.0,3.0,3,13800000.0,3.0
10975,Hulimavu,1050.0,2.0,2,12500000.0,2.0
10976,Vasanthapura,1037.0,2.0,1,3628000.0,2.0
10977,"Electronic city phase 1,",1150.0,2.0,1,3900000.0,2.0
10978,LB Shastri Nagar,1184.0,2.0,1,6200000.0,2.0
10979,Sarjapur  Road,1680.0,3.0,2,12600000.0,3.0
10980,Thanisandra,1411.0,3.0,2,10000000.0,3.0
10981,Hosa Road,900.0,5.0,0,5500000.0,5.0
10982,Kanakpura Road,900.0,2.0,2,4100000.0,2.0
10983,Jakkur Plantation,3500.0,4.0,3,32000000.0,4.0
10984,Thanisandra,1702.0,3.0,2,12000000.0,3.0
10985,Yelahanka,1185.0,2.0,2,4500000.0,2.0
10986,Kanakpura Road,1300.0,3.0,1,6400000.0,3.0
10987,Lavakusha Nagar,1545.0,3.0,2,6500000.0,3.0
10988,6th Phase JP Nagar,1515.0,2.0,2,13500000.0,3.0
10989,Jigani,1300.0,3.0,3,5500000.0,3.0
10990,JP Nagar,1107.0,2.0,1,5700000.0,2.0
10991,Old Madras Road,1720.0,3.0,2,10600000.0,3.0
10992,Kuvempu Nagar,1540.0,3.0,2,15000000.0,3.0
10993,Bannerghatta Road,1000.0,2.0,1,4450000.0,2.0
10994,Electronic City,710.0,1.0,1,4042000.0,1.0
10995,Thanisandra,1100.0,2.0,1,3800000.0,2.0
10996,Sri Balaji Krupa Layout,3200.0,4.0,0,27000000.0,4.0
10997,Domlur Layout,900.0,2.0,2,16000000.0,2.0
10998,Bannerghatta Road,1250.0,2.0,0,4800000.0,2.0
10999,Kaggadasapura,2400.0,4.0,3,13000000.0,5.0
11000,Hegde Nagar,1584.01,3.0,1,10400000.0,3.0
11001,Vasanth nagar,875.0,4.0,0,15000000.0,4.0
11002,Kammasandra,1200.0,6.0,3,6000000.0,4.0
11003,Kaggadasapura,1485.0,2.0,2,7000000.0,3.0
11004,Hennur Road,1100.0,2.0,1,7800000.0,3.0
11005,8th Phase JP Nagar,1245.0,2.0,1,5900000.0,2.0
11006,Hennur Road,1880.0,4.0,0,15400000.0,4.0
11007,Frazer Town,2214.0,3.0,3,35000000.0,3.0
11008,Anathanagar,1050.0,2.0,2,4500000.0,2.0
11009,Vishveshwarya Layout,600.0,4.0,2,9500000.0,4.0
11010,Bannerghatta Road,1640.0,3.0,2,10500000.0,3.0
11011,Basavanapura,1165.0,2.0,1,6500000.0,2.0
11012,Kengeri Satellite Town,1110.0,2.0,1,4300000.0,2.0
11013,vinayakanagar,1200.0,5.0,2,20000000.0,7.0
11014,St. John's Road,4000.0,4.0,2,63000000.0,4.0
11015,Uttarahalli,4500.0,4.0,0,15000000.0,4.0
11016,Jaraganahalli Jp Nagar Post,600.0,4.0,3,6500000.0,4.0
11017,Haralur Road,1300.0,2.0,2,7500000.0,2.0
11018,adigondanhalli,1200.0,1.0,0,4200000.0,2.0
11019,Yelahanka,1200.0,2.6926096474673513,1,1275000.0,2.0
11020,Hennur Road,1232.0,2.0,1,6961000.0,2.0
11021,Jalahalli,1704.0,3.0,2,9436000.0,3.0
11022,7th Phase JP Nagar,1275.0,2.0,2,8800000.0,3.0
11023,Sarjapur  Road,1222.0,2.0,1,6800000.0,3.0
11024,Varthur,1155.0,2.0,2,3900000.0,2.0
11025,Electronic City,1000.0,2.0,1,2995000.0,2.0
11026,Horamavu Banaswadi,1200.0,2.0,1,4500000.0,2.0
11027,Yelahanka,1517.0,3.0,2,7128000.0,3.0
11028,Horamavu Agara,1166.0,2.0,1,3729000.0,2.0
11029,Electronic City,870.0,2.0,2,2400000.0,2.0
11030,5th Phase JP Nagar,4000.0,5.0,2,17000000.0,5.0
11031,Rajaji Nagar,1350.0,4.0,1,23000000.0,4.0
11032,Yelahanka,3019.0,6.0,1,19000000.0,4.0
11033,Whitefield,1345.0,3.0,1,5800000.0,3.0
11034,Dommasandra,900.0,3.0,1,7500000.0,3.0
11035,EPIP Zone,3800.0,5.0,2,17000000.0,4.0
11036,Chandapura,971.0,2.0,2,3800000.0,3.0
11037,Hennur,1255.0,2.0,1,5232000.0,2.0
11038,EPIP Zone,1810.0,2.0,2,6500000.0,2.0
11039,"Whitefield,",1300.0,2.0,1,5800000.0,2.0
11040,Thanisandra,1185.0,2.0,2,4500000.0,2.0
11041,Pattandur Agrahara,1350.0,2.0,3,6800000.0,2.0
11042,Budigere,1510.0,3.0,0,7616000.0,3.0
11043,Thyagaraja Nagar,3000.0,6.0,3,18000000.0,7.0
11044,Brookefield,1560.0,3.0,2,14900000.0,4.0
11045,Somasundara Palya,1650.0,3.0,1,12600000.0,3.0
11046,Off Bannergatta Road,1645.0,3.0,2,8700000.0,3.0
11047,Hennur Road,1748.0,3.0,1,10300000.0,3.0
11048,Channasandra,1200.0,3.0,1,6777000.0,3.0
11049,Kengeri Satellite Town,1170.0,2.0,3,5000000.0,2.0
11050,Sarjapur  Road,3420.0,4.0,2,22500000.0,4.0
11051,Hulimavu,1320.0,2.0,2,6500000.0,3.0
11052,Bhoganhalli,1610.0,3.0,2,8453000.0,3.0
11053,Frazer Town,1870.0,3.0,3,18000000.0,3.0
11054,Sarjapur  Road,1510.0,2.0,1,11000000.0,3.0
11055,Kammagondahalli,2700.0,7.0,3,11000000.0,6.0
11056,Kanakapura  Rod,1305.0,2.0,1,4568000.0,3.0
11057,Mahadevpura,1500.0,2.0,1,7000000.0,3.0
11058,Indira Nagar,1149.0,2.0,1,13000000.0,2.0
11059,Thanisandra,1948.0,4.0,2,12900000.0,4.0
11060,Margondanahalli,1448.0,3.0,1,7000000.0,3.0
11061,Sarjapur  Road,1242.0,2.0,1,7800000.0,2.0
11062,Sonnenahalli,1268.0,2.0,1,5800000.0,2.0
11063,Ramamurthy Nagar,1101.0,2.0,1,5000000.0,2.0
11064,Kallumantapa,1255.0,2.0,3,6500000.0,2.0
11065,Gunjur,1362.0,3.0,1,6263000.0,3.0
11066,Sarjapur  Road,984.0,3.0,2,14000000.0,3.0
11067,Hosa Road,1089.0,2.0,1,3267000.0,2.0
11068,Byrathi Village,800.0,1.0,3,9500000.0,2.0
11069,Uttarahalli,1345.0,2.0,1,5700000.0,3.0
11070,Thanisandra,3600.0,9.0,3,12500000.0,8.0
11071,Krishna Nagar,1650.0,2.0,1,14000000.0,4.0
11072,Kaggalipura,950.0,2.0,1,4500000.0,2.0
11073,HBR Layout,1068.0,2.0,1,4300000.0,2.0
11074,Yelahanka New Town,860.0,1.0,2,3100000.0,2.0
11075,Kengeri,3000.0,5.0,1,13000000.0,8.0
11076,Yelahanka,1756.0,3.0,2,6673000.0,3.0
11077,Whitefield,1205.0,2.0,1,4100000.0,2.0
11078,Hoodi,1120.0,8.0,1,15500000.0,8.0
11079,Banashankari,1800.0,3.0,2,12500000.0,3.0
11080,Ashok Nagar,8321.0,5.0,2,291200000.0,4.0
11081,Hormavu,1604.0,3.0,0,6800000.0,3.0
11082,Old Airport Road,2732.0,4.0,3,20400000.0,4.0
11083,Chandapura,1015.0,2.0,2,2588000.0,2.0
11084,Banashankari,1200.0,2.0,2,4200000.0,3.0
11085,Ananth Nagar,1010.0,2.0,2,3800000.0,2.0
11086,Nagarbhavi,1250.0,3.0,0,17000000.0,2.0
11087,Doddakallasandra,1010.0,2.0,1,4100000.0,2.0
11088,Yelahanka,1050.0,2.0,2,3310000.0,2.0
11089,Harlur,1710.0,3.0,2,8500000.0,3.0
11090,Mysore Road,1248.52,3.0,2,11500000.0,3.0
11091,Attibele,410.0,1.0,1,1000000.0,1.0
11092,Bannerghatta Road,1656.0,2.0,1,6293000.0,3.0
11093,Naganathapura,1451.0,3.0,1,6800000.0,3.0
11094,Giri Nagar,1200.0,3.0,0,17500000.0,6.0
11095,JP Nagar,1250.0,2.0,2,9300000.0,2.0
11096,Meenakunte,4395.0,3.0,3,24000000.0,3.0
11097,Hebbal,4600.0,6.0,2,65000000.0,4.0
11098,Sonnenahalli,1340.0,2.0,3,4200000.0,3.0
11099,Abbaiah Reddy Layout,1100.0,2.0,2,3850000.0,2.0
11100,Whitefield,6000.0,6.0,1,70000000.0,4.0
11101,Devarachikkanahalli,1700.0,3.0,1,7100000.0,3.0
11102,Yelahanka,1200.0,5.0,0,15000000.0,6.0
11103,KR Puram,1096.0,2.0,1,4300000.0,2.0
11104,Electronic City Phase II,1160.0,2.0,1,3350000.0,2.0
11105,"Sarjapur Road,",1936.0,3.0,2,13900000.0,3.0
11106,Nehru Nagar,1269.0,2.0,2,6300000.0,3.0
11107,Richmond Road,3500.0,3.0,1,63000000.0,3.0
11108,Panathur,1586.0,3.0,1,12500000.0,3.0
11109,Rajaji Nagar,1376.0,2.0,1,12400000.0,2.0
11110,Kanakpura Road,1452.0,3.0,3,5650000.0,3.0
11111,Hosa Road,1538.0,3.0,1,10700000.0,3.0
11112,Hosur Road,1427.0,2.0,1,13000000.0,3.0
11113,Upadhyaya Layout,935.0,2.0,0,4000000.0,2.0
11114,Ashwath Nagar,1220.0,2.0,3,6500000.0,2.0
11115,Harlur,1197.0,2.0,1,7700000.0,2.0
11116,Varthur,674.0,1.0,1,1989999.9999999998,2.0
11117,Kengeri,410.0,1.0,1,1500000.0,1.0
11118,Thanisandra,1573.0,3.0,1,9000000.0,3.0
11119,Dodda Nekkundi,1135.0,2.0,2,5800000.0,2.0
11120,Huskur,1400.0,2.0,1,4043000.0,3.0
11121,Agrahara Dasarahalli,1200.0,1.0,0,6500000.0,1.0
11122,Ittamadu,1800.0,3.0,0,9500000.0,3.0
11123,Avalahalli,2045.0,3.0,2,10800000.0,3.0
11124,Sonnenahalli,1268.0,2.0,1,5600000.0,2.0
11125,Kambipura,883.0,2.0,1,3900000.0,2.0
11126,Yelahanka,1600.0,3.0,3,10000000.0,3.0
11127,Thanisandra,1056.0,2.0,2,7000000.0,2.0
11128,Jigani,1200.0,1.1,1,10500000.0,1.0
11129,Whitefield,4500.0,4.0,1,33000000.0,4.0
11130,KR Puram,1204.0,2.0,2,5800000.0,2.0
11131,Tejaswini Nagar,1410.0,2.0,1,5400000.0,3.0
11132,Hennur Road,1460.0,2.0,1,8030000.0,2.0
11133,Dodda Nekkundi,1100.0,2.0,1,4118000.0,2.0
11134,Govindapura,1310.0,2.0,1,8800000.0,2.0
11135,Sector 2 HSR Layout,1600.0,3.0,2,9000000.0,3.0
11136,Lottegolla Halli,1250.0,2.0,2,5500000.0,2.0
11137,Sarjapur  Road,1665.0,3.0,2,7493000.000000001,3.0
11138,Uttarahalli,1345.0,2.0,1,5700000.0,3.0
11139,Hosahalli Extension,2000.0,5.0,2,24000000.0,5.0
11140,Singasandra,1416.0,2.0,2,6700000.0,2.0
11141,HSR Layout,1145.0,2.0,2,4600000.0,2.0
11142,Munnekollal,7200.0,1.0,3,20000000.0,1.0
11143,Jigani,1231.0,3.0,2,5800000.0,3.0
11144,Yelahanka,1664.0,3.0,0,7395000.0,3.0
11145,TC Palaya,2000.0,3.0,1,7600000.0,3.0
11146,Rajiv Nagar,972.0,2.0,2,4300000.0,2.0
11147,3rd Phase JP Nagar,4500.0,4.0,3,34500000.0,4.0
11148,Bellandur,1185.0,2.0,1,4739000.0,2.0
11149,Green Glen Layout,1750.0,3.0,2,8100000.0,3.0
11150,Byadarahalli,3155.0,4.0,1,31600000.0,3.0
11151,Balagere,1007.0,2.0,1,6800000.0,2.0
11152,Rajaji Nagar,1700.0,3.0,2,20000000.0,3.0
11153,Whitefield,1250.0,2.0,2,8500000.0,2.0
11154,Telecom Layout,1200.0,2.0,1,5400000.0,2.0
11155,Horamavu Agara,994.0,2.0,1,4228000.0,2.0
11156,Ramamurthy Nagar,1150.0,2.0,2,4000000.0,2.0
11157,Thanisandra,1220.0,2.0,2,4600000.0,2.0
11158,Hennur Gardens,1441.0,2.0,1,11500000.0,2.0
11159,Old Madras Road,1157.0,2.0,2,4732000.0,2.0
11160,RPC layout,1300.0,6.0,3,15000000.0,6.0
11161,Thigalarapalya,1400.0,2.0,2,10500000.0,2.0
11162,Tindlu,1370.07,3.0,1,6500000.0,3.0
11163,Magadi Road,1200.0,4.0,1,13000000.0,5.0
11164,Judicial Layout,900.0,2.0,1,4000000.0,2.0
11165,Kodipalya,418.0,1.0,1,1700000.0,1.0
